! note: initial lines of file can contain comments
!
            60 -- model for mesa/star, with cell boundary velocities (v), with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      1.2120676762883630D+01
                    model_number                            5819
                        star_age      1.5405478059032502D+07
                       initial_z      3.4000000000000024D-04
                        n_shells                            1993
                        net_name   'approx21.net'
                         species                              21
                            time      4.8616838716216894D+14

                lnd                        lnT                        lnR                          L                  dq                          v                      omega                   conv_vel                   neut                       h1                         prot                       he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       si28                       s32                        ar36                       ca40                       ti44                       cr48                       cr56                       fe52                       fe54                       fe56                       ni56     
 1776     1.8685862263362784D+01     2.2624569359549968D+01     1.8467219526639262D+01     3.3253777962541652D+38     5.7988621066163545D-04    -8.3983691625256753D+07     4.1793896222211230D-01     1.9379070744320268D-05     4.5953796555411026D-05     0.0000000000000000D+00     5.1836420964581817D-03     9.3843747437818976D-21     9.7272186656655001D-02     2.1898872282985384D-05     0.0000000000000000D+00     3.5277279244731243D-05     7.0129345541950760D-07     3.4576724440970965D-05     5.2871008743339604D-03     3.6275256994084115D-03     1.8231104284385493D-03     1.5395431304370667D-03     6.3331384351771937D-05     2.6300543939908229D-04     8.9982268793333712D-08     1.1210215922835646D-03     3.7665249236877245D-01     5.0409939528030491D-01     2.9291471012521448D-03 
 1777     1.8713714173831917D+01     2.2628741886445298D+01     1.8459713373807568D+01     3.3973945571276886D+38     5.7988621066163545D-04    -8.3476252177237988D+07     4.1824722039971851D-01     1.8318050033471298D-05     4.9772469167844910D-05     0.0000000000000000D+00     5.1779315477936860D-03     6.0272874755826784D-21     9.9047522089438668D-02     2.2533285021523203D-05     0.0000000000000000D+00     3.6063800507714156D-05     7.2472133861782506D-07     3.4824680288059277D-05     5.1696286977528869D-03     3.5134931557507331D-03     1.7572991586897288D-03     1.4700312990087325D-03     6.0987268342996632D-05     2.4996844606750157D-04     9.8435182255728435D-08     1.0507082673115635D-03     3.6435343061803120D-01     5.1530614572469506D-01     2.6988363357559399D-03 
 1778     1.8741270931773708D+01     2.2632924800926952D+01     1.8452247598608753D+01     3.3636840700347194D+38     5.7988621066163545D-04    -8.2970736906280464D+07     4.1854621177003954D-01     1.7043968844995218D-05     5.3954447897504334D-05     0.0000000000000000D+00     5.1693700787952057D-03     1.5928880150900333D-20     1.0085638087750570D-01     2.3175320905923832D-05     0.0000000000000000D+00     3.6842773151100738D-05     7.4830680513889511D-07     3.5037373723365474D-05     5.0483282808383007D-03     3.3977728581771060D-03     1.6907757362599406D-03     1.4006938547575559D-03     5.8590053562414166D-05     2.3694192062132888D-04     1.0734734144858317D-07     9.8187919753577634D-04     3.5189878569475330D-01     5.2663217119437399D-01     2.4784446829946835D-03 
 1779     1.8768583852165399D+01     2.2637084096019681D+01     1.8444820674592394D+01     3.3038983235142684D+38     5.7988621066163545D-04    -8.2467201559139535D+07     4.1884104746757637D-01     1.5374925073160512D-05     5.8473096974173595D-05     0.0000000000000000D+00     5.1575769147099155D-03     5.7938134190258425D-22     1.0265803032560532D-01     2.3813640838696055D-05     0.0000000000000000D+00     3.7599491628828944D-05     7.7171105733567664D-07     3.5209715351722841D-05     4.9244915200628609D-03     3.2818739804950589D-03     1.6245508736449616D-03     1.3326457760931074D-03     5.6190126820160193D-05     2.2418949381767818D-04     1.1648429001273117D-07     9.1584489629702954D-04     3.3949739988973721D-01     5.3789955795362311D-01     2.2716641089526254D-03 
 1780     1.8795838531682829D+01     2.2641118756318920D+01     1.8437431446361028D+01     3.1655902463094816D+38     5.7988621066163545D-04    -8.1965735035189144D+07     4.1913801607304428D-01     1.2728315834995120D-05     6.3211662241972641D-05     0.0000000000000000D+00     5.1352386706827246D-03     3.9209506674806196D-22     1.0429539703757968D-01     2.4400119949927785D-05     0.0000000000000000D+00     3.8258699683786474D-05     7.9305990600584106D-07     3.5279411758893681D-05     4.7931940248449667D-03     3.1632475903772365D-03     1.5575746694888175D-03     1.2653536234888003D-03     5.3759091737220883D-05     2.1168010175378046D-04     1.2710168553836174D-07     8.5278298617830063D-04     3.2730061420203719D-01     5.4912952863028952D-01     2.0795593154473257D-03 
 1781     1.8822818554242266D+01     2.2645151634460565D+01     1.8430080128154173D+01     3.1252969482689114D+38     5.7988621066163545D-04    -8.1466601698120051D+07     4.1939812054433440D-01     9.7678350537161140D-06     6.8350362452115476D-05     0.0000000000000000D+00     5.1114906256850023D-03     5.4510913881941913D-22     1.0595212463788366D-01     2.4989982179970029D-05     0.0000000000000000D+00     3.8907340958684013D-05     8.1444635382025563D-07     3.5322599008227859D-05     4.6616055093602595D-03     3.0459296737696677D-03     1.4916419309584185D-03     1.1998702718993645D-03     5.1354922954875821D-05     1.9953176406256471D-04     1.3762536014033290D-07     7.9259817479634238D-04     3.1517318562597647D-01     5.6025228780030600D-01     1.8998567060342978D-03 
 1782     1.8849604772257826D+01     2.2649156914152683D+01     1.8422765333275005D+01     3.0661985335609212D+38     5.7988621066163545D-04    -8.0969834371553179D+07     4.1961725963235112D-01     6.1092325950440864D-06     7.3927973022082351D-05     0.0000000000000000D+00     5.0805358512851039D-03     2.2144020706654927D-21     1.0756412068244223D-01     2.5561061342717712D-05     0.0000000000000000D+00     3.9502797425204644D-05     8.3473730831001624D-07     3.5290989953841664D-05     4.5237199891417603D-03     2.9257097754727618D-03     1.4245158971857065D-03     1.1342849408095929D-03     4.8887752063768434D-05     1.8738334633467371D-04     1.4947063821063673D-07     7.3377175401141672D-04     3.0292486559043916D-01     5.7154841056090113D-01     1.7285268302248670D-03 
 1783     1.8876547190522661D+01     2.2652878602353747D+01     1.8415486258410833D+01     2.8133939873625442D+38     5.7988621066163545D-04    -8.0475543404959104D+07     4.1992090016270973D-01     2.1578356262116793D-06     7.9354928995986933D-05     0.0000000000000000D+00     5.0379528358637752D-03     1.9372998630413828D-21     1.0880477583717773D-01     2.6020641782233471D-05     0.0000000000000000D+00     3.9932801519282836D-05     8.5121824094116398D-07     3.5146790349655177D-05     4.3855271500595902D-03     2.8098110223819702D-03     1.3610193009446873D-03     1.0738154130837438D-03     4.6597180068727412D-05     1.7643591430398124D-04     1.6245690180748207D-07     6.8211255237231753D-04     2.9175255708213022D-01     5.8210634227186206D-01     1.5815846019611790D-03 
 1784     1.8903281120511918D+01     2.2656551402961651D+01     1.8408244655506880D+01     2.7404889170328625D+38     5.7988621066163545D-04    -7.9984154414500352D+07     4.2018312452679689D-01     0.0000000000000000D+00     8.5063664988098199D-05     0.0000000000000000D+00     4.9941704327115372D-03     1.7179054957457839D-20     1.1000191219235133D-01     2.6465213322702116D-05     0.0000000000000000D+00     4.0334665827463611D-05     8.6721833033408799D-07     3.4982361604198910D-05     4.2507359781837328D-03     2.6982631960262652D-03     1.3003088728672693D-03     1.0166558905689682D-03     4.4413510305333030D-05     1.6615794050887869D-04     1.7495388251298768D-07     6.3433904488012409D-04     2.8096358464184817D-01     5.9229388473255113D-01     1.4476854892392907D-03 
 1785     1.8929697080133271D+01     2.2660130393770128D+01     1.8401039629864236D+01     2.6602219496076338D+38     5.6925735276281539D-04    -7.9495711427176800D+07     4.2038473766942869D-01     0.0000000000000000D+00     9.1186163588635995D-05     0.0000000000000000D+00     4.9353830843184880D-03     3.1496669662541281D-24     1.1103679688511105D-01     2.6848116658397502D-05     0.0000000000000000D+00     4.0610027787181683D-05     8.7991604413137398D-07     3.4674920552784347D-05     4.1033329041204096D-03     2.5794903448365777D-03     1.2360720234411219D-03     9.5732253541511092D-04     4.2069106355125098D-05     1.5546274627416147D-04     1.9231987922225762D-07     5.8593984651313828D-04     2.6982527405112026D-01     6.0303251495191574D-01     1.3159500560682801D-03 
 1786     1.8955251368619908D+01     2.2663935227773417D+01     1.8394002305932854D+01     2.8198092870839523D+38     5.6925735276270437D-04    -7.9019261097040871D+07     4.2059113776717413D-01     0.0000000000000000D+00     9.8451216510913877D-05     0.0000000000000000D+00     4.8830605158947486D-03     3.3837196452656721D-20     1.1241705315246475D-01     2.7326308365374476D-05     0.0000000000000000D+00     4.0993008862793844D-05     8.9533846745894027D-07     3.4407002033929634D-05     3.9572632920548244D-03     2.4608275196613735D-03     1.1714627916170443D-03     8.9760036086071561D-04     3.9663223749880710D-05     1.4455168944414871D-04     2.0799651158054115D-07     5.3696576423285984D-04     2.5798930592979125D-01     6.1411545953185537D-01     1.1845053576206379D-03 
 1787     1.8980773223914475D+01     2.2667616815004683D+01     1.8386996504796289D+01     2.6964182249764636D+38     5.6925735276270437D-04    -7.8545514893584575D+07     4.2075781294253973D-01     0.0000000000000000D+00     1.0603449233830553D-04     0.0000000000000000D+00     4.8219123420543583D-03     1.6740153691601944D-20     1.1360703753842731D-01     2.7741150444814719D-05     0.0000000000000000D+00     4.1266900871832108D-05     9.0804711513597720D-07     3.4047932297340732D-05     3.8086419943421452D-03     2.3430515474588062D-03     1.1080391645497031D-03     8.4006007810434084D-04     3.7312607661956396D-05     1.3415294313627608D-04     2.2583950947973776D-07     4.9134133662403911D-04     2.4650612775403137D-01     6.2502703503831353D-01     1.0650632927174981D-03 
 1788     1.9006031076352979D+01     2.2671320166970114D+01     1.8380022521678400D+01     2.6804468277730921D+38     5.6925735276270437D-04    -7.8074659998057986D+07     4.2091306122144667D-01     0.0000000000000000D+00     1.1432206246353400D-04     0.0000000000000000D+00     4.7598409488776605D-03     1.1189369227693708D-20     1.1482495615862500D-01     2.8158844604900732D-05     0.0000000000000000D+00     4.1525783510751317D-05     9.2044269128287936D-07     3.3663579876648852D-05     3.6606539269013591D-03     2.2273728804019778D-03     1.0462036597932078D-03     7.8441132142029674D-04     3.5010458395903989D-05     1.2410485541317857D-04     2.4295259872748617D-07     4.4804404638765618D-04     2.3515842930814905D-01     6.3575758964760709D-01     9.5454912228158903D-04 
 1789     1.9031332239442859D+01     2.2674823747801906D+01     1.8373079028072361D+01     2.5055899311956433D+38     5.6925735276181619D-04    -7.7606770760503431D+07     4.2109967978449942D-01     0.0000000000000000D+00     1.2259673769850962D-04     0.0000000000000000D+00     4.6920887755192257D-03     1.0845540974349787D-21     1.1577098874918372D-01     2.8492213602393906D-05     0.0000000000000000D+00     4.1665866772384809D-05     9.2987508305160133D-07     3.3215263440002371D-05     3.5162900734914956D-03     2.1175323135061328D-03     9.8839029976399910D-04     7.3329846605107009D-04     3.2883929350856866D-05     1.1502102398039497D-04     2.6071857728820067D-07     4.0978184962769699D-04     2.2471416120861240D-01     6.4582297071851879D-01     8.5943191722034395D-04 
 1790     1.9054942140361765D+01     2.2678111842163590D+01     1.8366166830705832D+01     2.4775409532541305D+38     4.9810018366603410D-04    -7.7142054782126434D+07     4.2126884604394261D-01     0.0000000000000000D+00     1.3120380016276027D-04     0.0000000000000000D+00     4.6168753316431621D-03     9.6069421464659807D-21     1.1657990506904485D-01     2.8767517203563738D-05     0.0000000000000000D+00     4.1702969598635837D-05     9.3605592942014919D-07     3.2680775057131983D-05     3.3713800049210176D-03     2.0091756601121293D-03     9.3161526963596656D-04     6.8386940209207471D-04     3.0780385196487936D-05     1.0624549794810296D-04     2.8262089248714792D-07     3.7356934468078430D-04     2.1446964188031278D-01     6.5581991846762175D-01     7.7144994824014929D-04 
 1791     1.9073460911781584D+01     2.2680928687483477D+01     1.8360144025634587D+01     2.6259987951765229D+38     3.5578584547646814D-04    -7.6738026225904363D+07     4.2145431450265764D-01     0.0000000000000000D+00     1.3934242040498201D-04     0.0000000000000000D+00     4.5585694843009516D-03     1.2827858058058449D-23     1.1746343887411399D-01     2.9051630894250486D-05     0.0000000000000000D+00     4.1791765920006227D-05     9.4247709778257870D-07     3.2258799004498506D-05     3.2539397739912776D-03     1.9211407440786572D-03     8.8534332405561411D-04     6.4368255389481001D-04     2.9046452666882821D-05     9.9067741520641821D-05     2.9871338989324357D-07     3.4420012751988622D-04     2.0574132643760649D-01     6.6411558285636651D-01     7.0097582317274733D-04 
 1792     1.9093396517878083D+01     2.2683924278175005D+01     1.8355855099415292D+01     2.5614366959004306D+38     5.6925735276259334D-04    -7.6450803823279098D+07     4.2158181977878923D-01     0.0000000000000000D+00     1.4861369184187893D-04     0.0000000000000000D+00     4.4914025996638011D-03     1.7932884428037867D-21     1.1833113705804134D-01     2.9327014566213605D-05     0.0000000000000000D+00     4.1829978753075609D-05     9.4784886158659791D-07     3.1757932378634756D-05     3.1271223546292921D-03     1.8275336345431661D-03     8.3651918762489447D-04     6.0185596348360030D-04     2.7227374799774781D-05     9.1670422361351828D-05     3.1732354788490062D-07     3.1442423416043103D-04     1.9650626321122626D-01     6.7296125229181393D-01     6.3079787770268129D-04 
 1793     1.9111879563402993D+01     2.2686617142966447D+01     1.8349015103302834D+01     2.4644319740086495D+38     2.8462867637935378D-04    -7.5993675126653075D+07     4.2169399814137085D-01     0.0000000000000000D+00     1.5743144911456514D-04     0.0000000000000000D+00     4.4264408948669133D-03     3.1729143183022627D-21     1.1900993016829499D-01     2.9541699874245935D-05     0.0000000000000000D+00     4.1806355252088316D-05     9.5126737781616430D-07     3.1263623848065615D-05     3.0122139187342904D-03     1.7441385632186554D-03     7.9343603553164889D-04     5.6548206424812867D-04     2.5638636479174481D-05     8.5323063482734884D-05     3.3516971537428799D-07     2.8929047084629196D-04     1.8835607756791867D-01     6.8085810552601220D-01     5.7259352581364248D-04 
 1794     1.9130262244769500D+01     2.2689209305540347D+01     1.8345605676250325D+01     2.3605815748874499D+38     5.6925735276259334D-04    -7.5766279445285800D+07     4.2176802769230103D-01     0.0000000000000000D+00     1.6638112941591041D-04     0.0000000000000000D+00     4.3589204817923992D-03     1.2974389978469436D-21     1.1955431725179019D-01     2.9712788326815093D-05     0.0000000000000000D+00     4.1722133689860179D-05     9.5302634994253150D-07     3.0741117446035386D-05     2.9001969833803201D-03     1.6641643949363247D-03     7.5249834904182719D-04     5.3140305879649512D-04     2.4143619678779453D-05     7.9451292981262007D-05     3.5397514727247960D-07     2.6640303700048497D-04     1.8062145319494405D-01     6.8845670950714410D-01     5.2047465822572513D-04 
 1795     1.9154337445070110D+01     2.2692964927914824D+01     1.8338807824076447D+01     2.5353685218815291D+38     5.6925735276248232D-04    -7.5313891327772681D+07     4.2192660006612596D-01     0.0000000000000000D+00     1.8102298967051691D-04     0.0000000000000000D+00     4.2646962740852005D-03     7.3836746242716655D-22     1.2059427968284026D-01     3.0017589961971435D-05     0.0000000000000000D+00     4.1646148312047648D-05     9.5603276427755456D-07     2.9991628858750107D-05     2.7423144704483508D-03     1.5516162126525605D-03     6.9477852369230896D-04     4.8361757109627516D-04     2.2012248607990452D-05     7.1179156031886927D-05     3.7942560826362052D-07     2.3453730216409081D-04     1.6927121012278336D-01     6.9933667782191255D-01     4.4906679850917230D-04 
 1796     1.9178430199473847D+01     2.2696557535088621D+01     1.8332035208671904D+01     2.3992051785104351D+38     5.6925735276248232D-04    -7.4864500506934330D+07     4.2205675117978485D-01     0.0000000000000000D+00     1.9618272030877371D-04     0.0000000000000000D+00     4.1658375705299990D-03     2.8202487431286616D-20     1.2138702082882988D-01     3.0242713807805596D-05     0.0000000000000000D+00     4.1460015151101101D-05     9.5603230557981326D-07     2.9195803322527194D-05     2.5902654405358700D-03     1.4456712499175901D-03     6.4118118085013708D-04     4.4012432228677651D-04     2.0064644055710276D-05     6.3798561796532222D-05     4.0638953312352414D-07     2.0668919980182045D-04     1.5870041551583582D-01     7.0965233038842576D-01     3.8815742285055057D-04 
 1797     1.9202978056769087D+01     2.2699608753588531D+01     1.8325288371076045D+01     2.0133064961113489D+38     5.6925735276248232D-04    -7.4418223651629196D+07     4.2216506901452488D-01     0.0000000000000000D+00     2.0919444254064063D-04     0.0000000000000000D+00     4.0640679623950219D-03     2.6863082443182815D-20     1.2148176139084660D-01     3.0266187672860538D-05     0.0000000000000000D+00     4.1068196287691964D-05     9.5065938695859149D-07     2.8381078305878531D-05     2.4551382663134750D-03     1.3549962525084409D-03     5.9644361097878171D-04     4.0487831584947961D-04     1.8498559131398833D-05     5.8042710636843830D-05     4.3749942035392113D-07     1.8551373858885833D-04     1.5019265105977474D-01     7.1853464475688033D-01     3.4306531248134577D-04 
 1798     1.9226486628980300D+01     2.2703444558251839D+01     1.8318570826110796D+01     2.5022878483785353D+38     5.6925735276248232D-04    -7.3975486196838495D+07     4.2230881819671433D-01     0.0000000000000000D+00     2.2938898263994911D-04     0.0000000000000000D+00     3.9508073574044457D-03     6.7795073015331777D-21     1.2240569119034290D-01     3.0495122763087767D-05     0.0000000000000000D+00     4.0780782637014043D-05     9.4720994355973182D-07     2.7434755030208979D-05     2.2944220422638088D-03     1.2456896384984545D-03     5.4174959442447008D-04     3.6161311126372135D-04     1.6516770980737143D-05     5.0798216948158305D-05     4.6990337796769781D-07     1.5909229290323240D-04     1.3887256939268444D-01     7.2948394844950410D-01     2.8758518638956079D-04 
 1799     1.9249769712969417D+01     2.2707341020916991D+01     1.8311876014552282D+01     2.5173306864073392D+38     5.6925735276248232D-04    -7.3535774332572616D+07     4.2243842006069050D-01     0.0000000000000000D+00     2.5246339053041024D-04     0.0000000000000000D+00     3.8321496403648374D-03     1.6061394544895362D-20     1.2332394611992310D-01     3.0706529780653122D-05     0.0000000000000000D+00     4.0427558117767228D-05     9.4168372975214129D-07     2.6430859698305511D-05     2.1344463661507036D-03     1.1388110190535256D-03     4.8885002966793589D-04     3.2051642428534710D-04     1.4623128742408495D-05     4.4033895448243223D-05     5.0291644440519904D-07     1.3497943300831556D-04     1.2768131885050071D-01     7.4029662737397625D-01     2.3822478057706564D-04 
 1800     1.9272885519225699D+01     2.2711259388463260D+01     1.8305202798585263D+01     2.5077289684446419D+38     5.6925735276248232D-04    -7.3099063481607267D+07     4.2254384448478843D-01     0.0000000000000000D+00     2.7862909768654380D-04     0.0000000000000000D+00     3.7072922854309964D-03     1.7215322220588006D-20     1.2417225528859199D-01     3.0880522300019124D-05     0.0000000000000000D+00     3.9985905156199992D-05     9.3344014021459660D-07     2.5365305664341213D-05     1.9760961883208953D-03     1.0351499905412486D-03     4.3819693506262638D-04     2.8194616548508818D-04     1.2837880350050969D-05     3.7813890824862808D-05     5.3747716919908459D-07     1.1334413198726911D-04     1.1675793419867206D-01     7.5089568318121484D-01     1.9511811568730683D-04 
 1801     1.9296242747743354D+01     2.2714900060722791D+01     1.8298550419229353D+01     2.3072607645797411D+38     5.6925735276248232D-04    -7.2665361083052237D+07     4.2263650710060023D-01     0.0000000000000000D+00     3.0591121020705469D-04     0.0000000000000000D+00     3.5705460949681140D-03     3.5117984899551832D-21     1.2451422674493659D-01     3.0888721666462797D-05     0.0000000000000000D+00     3.9321600087991793D-05     9.1878011117683513D-07     2.4199317787401262D-05     1.8213960617300825D-03     9.3697538209897395D-04     3.9113983137381648D-04     2.4707539168582108D-04     1.1219731744629115D-05     3.2351954605780752D-05     5.8489318943329156D-07     9.4901086319722391D-05     1.0665496704939871D-01     7.6116386594010805D-01     1.5951020797993400D-04 
 1802     1.9325593103377581D+01     2.2718429814388363D+01     1.8291920846200813D+01     1.7911229568140207D+38     8.3659456311636510D-04    -7.2234938727809030D+07     4.2272909179135602D-01     0.0000000000000000D+00     3.3086196546785284D-04     0.0000000000000000D+00     3.4376380643322765D-03     4.9477187742312276D-21     1.2408940939490848D-01     3.0710056493683950D-05     0.0000000000000000D+00     3.8523235859716141D-05     9.0246673553607514D-07     2.3106694637587867D-05     1.6857875638781239D-03     8.5417052264146562D-04     3.5271408268783694D-04     2.1949240456672085D-04     9.9721513335849536D-06     2.8262769994302367D-05     6.2731975934583372D-07     8.1457392871263305D-05     9.8579372630186181D-02     7.7010276302466156D-01     1.3422825884086273D-04 
 1803     1.9353233799392787D+01     2.2723409695399605D+01     1.8282225307189358D+01     2.5059176693783866D+38     5.5772970874379925D-04    -7.1608766130047998D+07     4.2287038945409776D-01     0.0000000000000000D+00     3.7907674227963341D-04     0.0000000000000000D+00     3.2612158845761638D-03     1.4716383987644771D-20     1.2487465797593202D-01     3.0778733442791668D-05     0.0000000000000000D+00     3.7639579331003325D-05     8.8151943860439949D-07     2.1586260074732126D-05     1.4994006871766558D-03     7.3942526899917382D-04     2.9882759166837594D-04     1.8086593306843990D-04     8.1645542630168872D-06     2.2412939905358211D-05     6.7940177429784576D-07     6.2541970063256018D-05     8.6071178365380589D-02     7.8241120821241292D-01     9.9458380212725909D-05 
 1804     1.9369726481421968D+01     2.2726397515017078D+01     1.8275783651755382D+01     2.4854093386677953D+38     2.7886485437256576D-04    -7.1194842255440802D+07     4.2293770303386448D-01     0.0000000000000000D+00     4.1210034767193599D-04     0.0000000000000000D+00     3.1520508856210400D-03     5.7507873460322311D-21     1.2524885012643216D-01     3.0779365035396830D-05     0.0000000000000000D+00     3.7036724895084969D-05     8.6671891217008365D-07     2.0649216899212143D-05     1.3917188494062515D-03     6.7475448860498570D-04     2.6899109104205640D-04     1.5999825882294487D-04     7.1893574107807740D-06     1.9347502707590436D-05     7.1187844087939353D-07     5.2912396998748993D-05     7.8980519361996357D-02     7.8945921498228575D-01     8.2308446551956215D-05 
 1805     1.9386007507425389D+01     2.2729444095737441D+01     1.8272569249321779D+01     2.5267457743617995D+38     5.5772970874524254D-04    -7.0988924343388468D+07     4.2299043296716209D-01     0.0000000000000000D+00     4.4984394938423211D-04     0.0000000000000000D+00     3.0384889753229806D-03     2.6165352235731216D-21     1.2559884455652572D-01     3.0756508175244219D-05     0.0000000000000000D+00     3.6372147745313228D-05     8.4994909763502075D-07     1.9676325471481781D-05     1.2850498820840765D-03     6.1184025284235108D-04     2.4033855011789420D-04     1.4032377428025926D-04     6.2703964311536521D-06     1.6521799528934479D-05     7.4608511686381717D-07     4.4229331430033802D-05     7.2022962606354994D-02     7.9638967164002236D-01     6.7213270068375985D-05 
 1806     1.9407624426382316D+01     2.2733580048142560D+01     1.8266152298274338D+01     2.5518148722719429D+38     5.5772970874468743D-04    -7.0579096077557235D+07     4.2308635103090121D-01     0.0000000000000000D+00     5.0845997089045003D-04     0.0000000000000000D+00     2.8806905469925947D-03     4.0947305160503963D-21     1.2597157006296857D-01     3.0674124503211954D-05     0.0000000000000000D+00     3.5379965902841141D-05     8.2434992969182889D-07     1.8332858185766841D-05     1.1459076380104784D-03     5.3167000180837202D-04     2.0445206536880329D-04     1.1625223708391505D-04     5.1492113468154263D-06     1.3167544716153629D-05     7.9493126966650278D-07     3.4199464590502630D-05     6.3092014729610390D-02     8.0536017397052219D-01     5.0286326299303807D-05 
 1807     1.9435448262301353D+01     2.2737624755903027D+01     1.8259750658766609D+01     1.9790856666066535D+38     8.3659456311580999D-04    -7.0171852019509017D+07     4.2317186766606802D-01     0.0000000000000000D+00     5.6959628255579568D-04     0.0000000000000000D+00     2.7111757958149533D-03     5.0101314180659253D-21     1.2531967354493918D-01     3.0308240970164357D-05     0.0000000000000000D+00     3.4096265898045374D-05     7.9212043978166972D-07     1.6939384739554126D-05     1.0146903105617881D-03     4.5927535954147371D-04     1.7311011708868817D-04     9.6012650718677612D-05     4.2215585974762159D-06     1.0500004121234101D-05     8.6377684561162819D-07     2.6514091407228281D-05     5.5346484295521882D-02     8.1414794072225369D-01     3.7805477985003230D-05 
 1808     1.9463992372457713D+01     2.2742503221099172D+01     1.8250185505266763D+01     2.2385433456772436D+38     6.2744592233588596D-04    -6.9566458294195543D+07     4.2328075455556248D-01     0.0000000000000000D+00     6.5990951665798638D-04     0.0000000000000000D+00     2.5166597516067370D-03     5.2993991957936996D-21     1.2495872049017646D-01     2.9949663665074890D-05     0.0000000000000000D+00     3.2618010218279849D-05     7.5380635441824539D-07     1.5342698526878184D-05     8.7103045440319686D-04     3.8165551294381735D-04     1.4002965388466388D-04     7.5147345742849953D-05     3.2647030055380321D-06     7.8272451794314177D-06     9.3685557333316307D-07     1.9043944781368448D-05     4.6663668724780835D-02     8.2359736124270899D-01     2.6080379587031283D-05 
 1809     1.9490581474115639D+01     2.2747302141455318D+01     1.8243036401529970D+01     2.3058279089530850D+38     7.5816382282090977D-04    -6.9116079838741049D+07     4.2335669509911504D-01     0.0000000000000000D+00     7.6814207677270527D-04     0.0000000000000000D+00     2.3256395947117010D-03     8.7026851009140173D-21     1.2450998994096158D-01     2.9536242605062605D-05     0.0000000000000000D+00     3.1078829626846178D-05     7.1327604498513688D-07     1.3799484495977107D-05     7.4154874706553908D-04     3.1398402788113362D-04     1.1192508137311112D-04     5.8010303402152736D-05     2.4845362385557141D-06     5.7313332510920789D-06     1.0136745114459664D-06     1.3411436588026357D-05     3.8942612130776780D-02     8.3211277026133299D-01     1.7609022320502740D-05 
 1810     1.9518934558780998D+01     2.2751843561388116D+01     1.8234423386623515D+01     2.0397196150599050D+38     7.0587666262978681D-04    -6.8575445179878036D+07     4.2346673368114284D-01     0.0000000000000000D+00     8.8498869788816314D-04     0.0000000000000000D+00     2.1463388645600240D-03     1.0645320380110641D-20     1.2353319337873776D-01     2.8991585414469787D-05     0.0000000000000000D+00     2.9503305086343814D-05     6.7249681567395089D-07     1.2396209608446389D-05     6.3227147520899311D-04     2.5913175874311411D-04     8.9879139946369903D-05     4.5077616390113144D-05     1.9051193035414550D-06     4.2386120330885255D-06     1.0961336340117076D-06     9.5617864613087864D-06     3.2699202845504706D-02     8.3960948375658137D-01     1.2067218081988348D-05 
 1811     1.9542047091912703D+01     2.2756332016814506D+01     1.8226431930805819D+01     2.3759488802177908D+38     5.2287160194664563D-04    -6.8075504084300195D+07     4.2356097710904005D-01     0.0000000000000000D+00     1.0300440361782117D-03     0.0000000000000000D+00     1.9761607110545318D-03     2.3672657328687405D-24     1.2291320106999348D-01     2.8506912430892841D-05     0.0000000000000000D+00     2.7984902954576829D-05     6.3221508512369553D-07     1.1079569843374443D-05     5.3517385330897697D-04     2.1172103022616552D-04     7.1239656613863031D-05     3.4466978385630140D-05     1.4323952156441892D-06     3.0631043912647530D-06     1.1734951137055622D-06     6.6397862599527908D-06     2.7084289438988737D-02     8.4605516288862396D-01     8.0279553318203511D-06 
 1812     1.9562827844268483D+01     2.2760443988642360D+01     1.8220525668075886D+01     2.3828899668543841D+38     5.9258781554272914D-04    -6.7706454599574366D+07     4.2363073623308755D-01     0.0000000000000000D+00     1.1886499901564497D-03     0.0000000000000000D+00     1.8238031242200499D-03     1.0712924324941359D-23     1.2219992528898655D-01     2.8005929769323628D-05     0.0000000000000000D+00     2.6555530293629732D-05     5.9437844289638288D-07     9.9315833583932882D-06     4.5575715396772791D-04     1.7430259949657509D-04     5.6956636409098120D-05     2.6623774221094294D-05     1.0878956612949848D-06     2.2396633177928464D-06     1.2514759372545440D-06     4.6737636249492009D-06     2.2591162071177386D-02     8.5140305389728574D-01     5.4252436378467079D-06 
 1813     1.9585152850234205D+01     2.2762842282599153D+01     1.8213844632859693D+01     1.3745260911612606D+38     5.2287160195008732D-04    -6.7289000226299631D+07     4.2366012766722134D-01     0.0000000000000000D+00     1.2894280790043328D-03     0.0000000000000000D+00     1.7041213679926330D-03     1.3596178333805613D-20     1.2004015498004769D-01     2.7221399785646247D-05     0.0000000000000000D+00     2.5208505250440302D-05     5.5994602788943845D-07     9.0803170845433633D-06     4.0372616290976113D-04     1.5117951874145276D-04     4.8517379507556750D-05     2.2215383927231804D-05     8.9870019823413169D-07     1.8093379407003752D-06     1.3315039783244213D-06     3.6928835395994039D-06     2.0033218975787732D-02     8.5623344932140650D-01     4.1862374670630506D-06 
